,fecha,nombre_completo,estado,precipitacion,temperatura
0,2023-09-24 00:00:00,UdeA Turbo,Habilitada,0.00000,25.33333
1,2023-09-24 00:01:00,UdeA Turbo,Habilitada,0.00000,25.27778
2,2023-09-24 00:02:00,UdeA Turbo,Habilitada,0.00000,25.27778
3,2023-09-24 00:03:00,UdeA Turbo,Habilitada,0.00000,25.27778
4,2023-09-24 00:04:00,UdeA Turbo,Habilitada,0.00000,25.27778
5,2023-09-24 00:05:00,UdeA Turbo,Habilitada,0.00000,25.27778
6,2023-09-24 00:06:00,UdeA Turbo,Habilitada,0.00000,25.27778
7,2023-09-24 00:07:00,UdeA Turbo,Habilitada,0.00000,25.27778
8,2023-09-24 00:08:00,UdeA Turbo,Habilitada,0.00000,25.27778
9,2023-09-24 00:09:00,UdeA Turbo,Habilitada,0.00000,25.27778
10,2023-09-24 00:10:00,UdeA Turbo,Habilitada,0.00000,25.27778
11,2023-09-24 00:11:00,UdeA Turbo,Habilitada,0.00000,25.27778
12,2023-09-24 00:12:00,UdeA Turbo,Habilitada,0.00000,25.27778
13,2023-09-24 00:13:00,UdeA Turbo,Habilitada,0.00000,25.27778
14,2023-09-24 00:14:00,UdeA Turbo,Habilitada,0.00000,25.27778
15,2023-09-24 00:15:00,UdeA Turbo,Habilitada,0.00000,25.27778
16,2023-09-24 00:16:00,UdeA Turbo,Habilitada,0.00000,25.27778
17,2023-09-24 00:17:00,UdeA Turbo,Habilitada,0.00000,25.27778
18,2023-09-24 00:18:00,UdeA Turbo,Habilitada,0.00000,25.27778
19,2023-09-24 00:19:00,UdeA Turbo,Habilitada,0.00000,25.27778
20,2023-09-24 00:20:00,UdeA Turbo,Habilitada,0.00000,25.27778
21,2023-09-24 00:21:00,UdeA Turbo,Habilitada,0.00000,25.27778
22,2023-09-24 00:22:00,UdeA Turbo,Habilitada,0.00000,25.27778
23,2023-09-24 00:23:00,UdeA Turbo,Habilitada,0.00000,25.33333
24,2023-09-24 00:24:00,UdeA Turbo,Habilitada,0.00000,25.33333
25,2023-09-24 00:25:00,UdeA Turbo,Habilitada,0.00000,25.27778
26,2023-09-24 00:26:00,UdeA Turbo,Habilitada,0.00000,25.27778
27,2023-09-24 00:27:00,UdeA Turbo,Habilitada,0.00000,25.27778
28,2023-09-24 00:28:00,UdeA Turbo,Habilitada,0.00000,25.27778
29,2023-09-24 00:29:00,UdeA Turbo,Habilitada,0.00000,25.27778
30,2023-09-24 00:30:00,UdeA Turbo,Habilitada,0.00000,25.27778
31,2023-09-24 00:31:00,UdeA Turbo,Habilitada,0.00000,25.27778
32,2023-09-24 00:32:00,UdeA Turbo,Habilitada,0.00000,25.27778
33,2023-09-24 00:33:00,UdeA Turbo,Habilitada,0.00000,25.27778
34,2023-09-24 00:34:00,UdeA Turbo,Habilitada,0.00000,25.27778
35,2023-09-24 00:35:00,UdeA Turbo,Habilitada,0.00000,25.27778
36,2023-09-24 00:36:00,UdeA Turbo,Habilitada,0.00000,25.22222
37,2023-09-24 00:37:00,UdeA Turbo,Habilitada,0.00000,25.22222
38,2023-09-24 00:38:00,UdeA Turbo,Habilitada,0.00000,25.22222
39,2023-09-24 00:39:00,UdeA Turbo,Habilitada,0.00000,25.22222
40,2023-09-24 00:40:00,UdeA Turbo,Habilitada,0.00000,25.22222
41,2023-09-24 00:41:00,UdeA Turbo,Habilitada,0.00000,25.22222
42,2023-09-24 00:42:00,UdeA Turbo,Habilitada,0.00000,25.22222
43,2023-09-24 00:43:00,UdeA Turbo,Habilitada,0.00000,25.22222
44,2023-09-24 00:44:00,UdeA Turbo,Habilitada,0.00000,25.22222
45,2023-09-24 00:45:00,UdeA Turbo,Habilitada,0.00000,25.22222
46,2023-09-24 00:46:00,UdeA Turbo,Habilitada,0.00000,25.22222
47,2023-09-24 00:47:00,UdeA Turbo,Habilitada,0.00000,25.22222
48,2023-09-24 00:48:00,UdeA Turbo,Habilitada,0.00000,25.22222
49,2023-09-24 00:49:00,UdeA Turbo,Habilitada,0.00000,25.22222
50,2023-09-24 00:50:00,UdeA Turbo,Habilitada,0.00000,25.22222
51,2023-09-24 00:51:00,UdeA Turbo,Habilitada,0.00000,25.22222
52,2023-09-24 00:52:00,UdeA Turbo,Habilitada,0.00000,25.22222
53,2023-09-24 00:53:00,UdeA Turbo,Habilitada,0.00000,25.16667
54,2023-09-24 00:54:00,UdeA Turbo,Habilitada,0.00000,25.16667
55,2023-09-24 00:55:00,UdeA Turbo,Habilitada,0.00000,25.16667
56,2023-09-24 00:56:00,UdeA Turbo,Habilitada,0.00000,25.16667
57,2023-09-24 00:57:00,UdeA Turbo,Habilitada,0.00000,25.11111
58,2023-09-24 00:58:00,UdeA Turbo,Habilitada,0.00000,25.11111
59,2023-09-24 00:59:00,UdeA Turbo,Habilitada,0.00000,25.11111
60,2023-09-24 01:00:00,UdeA Turbo,Habilitada,0.00000,25.11111
